Jun 13 08:49:45 raspberrypi pthread_128[2439]: [COURSE:1][ASSIGNMENT:3]: Thread idx=98, sum[1...98] =-4753
Jun 13 08:49:45 raspberrypi pthread_128[2439]: [COURSE:1][ASSIGNMENT:3]: Thread idx=99, sum[1...99] =-4851
Jun 13 08:49:45 raspberrypi pthread_128[2439]: [COURSE:1][ASSIGNMENT:3]: Thread idx=100, sum[1...100] =-4950
Jun 13 08:49:45 raspberrypi pthread_128[2439]: [COURSE:1][ASSIGNMENT:3]: Thread idx=101, sum[1...101] =-5050
Jun 13 08:49:45 raspberrypi pthread_128[2439]: [COURSE:1][ASSIGNMENT:3]: Thread idx=102, sum[1...102] =-5151
Jun 13 08:49:45 raspberrypi pthread_128[2439]: [COURSE:1][ASSIGNMENT:3]: Thread idx=103, sum[1...103] =-5253
Jun 13 08:49:45 raspberrypi pthread_128[2439]: [COURSE:1][ASSIGNMENT:3]: Thread idx=104, sum[1...104] =-5356
Jun 13 08:49:45 raspberrypi pthread_128[2439]: [COURSE:1][ASSIGNMENT:3]: Thread idx=105, sum[1...105] =-5460
Jun 13 08:49:45 raspberrypi pthread_128[2439]: [COURSE:1][ASSIGNMENT:3]: Thread idx=106, sum[1...106] =-5565
Jun 13 08:49:45 raspberrypi pthread_128[2439]: [COURSE:1][ASSIGNMENT:3]: Thread idx=107, sum[1...107] =-5671
Jun 13 08:49:45 raspberrypi pthread_128[2439]: [COURSE:1][ASSIGNMENT:3]: Thread idx=108, sum[1...108] =-5778
Jun 13 08:49:45 raspberrypi pthread_128[2439]: [COURSE:1][ASSIGNMENT:3]: Thread idx=109, sum[1...109] =-5886
Jun 13 08:49:45 raspberrypi pthread_128[2439]: [COURSE:1][ASSIGNMENT:3]: Thread idx=110, sum[1...110] =-5995
Jun 13 08:49:45 raspberrypi pthread_128[2439]: [COURSE:1][ASSIGNMENT:3]: Thread idx=111, sum[1...111] =-6105
Jun 13 08:49:45 raspberrypi pthread_128[2439]: [COURSE:1][ASSIGNMENT:3]: Thread idx=112, sum[1...112] =-6216
Jun 13 08:49:45 raspberrypi pthread_128[2439]: [COURSE:1][ASSIGNMENT:3]: Thread idx=113, sum[1...113] =-6328
Jun 13 08:49:45 raspberrypi pthread_128[2439]: [COURSE:1][ASSIGNMENT:3]: Thread idx=114, sum[1...114] =-6441
Jun 13 08:49:45 raspberrypi pthread_128[2439]: [COURSE:1][ASSIGNMENT:3]: Thread idx=115, sum[1...115] =-6555
Jun 13 08:49:45 raspberrypi pthread_128[2439]: [COURSE:1][ASSIGNMENT:3]: Thread idx=116, sum[1...116] =-6670
Jun 13 08:49:45 raspberrypi pthread_128[2439]: [COURSE:1][ASSIGNMENT:3]: Thread idx=117, sum[1...117] =-6786
Jun 13 08:49:45 raspberrypi pthread_128[2439]: [COURSE:1][ASSIGNMENT:3]: Thread idx=118, sum[1...118] =-6903
Jun 13 08:49:45 raspberrypi pthread_128[2439]: [COURSE:1][ASSIGNMENT:3]: Thread idx=119, sum[1...119] =-7021
Jun 13 08:49:45 raspberrypi pthread_128[2439]: [COURSE:1][ASSIGNMENT:3]: Thread idx=120, sum[1...120] =-7140
Jun 13 08:49:45 raspberrypi pthread_128[2439]: [COURSE:1][ASSIGNMENT:3]: Thread idx=121, sum[1...121] =-7260
Jun 13 08:49:45 raspberrypi pthread_128[2439]: [COURSE:1][ASSIGNMENT:3]: Thread idx=122, sum[1...122] =-7381
Jun 13 08:49:45 raspberrypi pthread_128[2439]: [COURSE:1][ASSIGNMENT:3]: Thread idx=123, sum[1...123] =-7503
Jun 13 08:49:45 raspberrypi pthread_128[2439]: [COURSE:1][ASSIGNMENT:3]: Thread idx=124, sum[1...124] =-7626
Jun 13 08:49:45 raspberrypi pthread_128[2439]: [COURSE:1][ASSIGNMENT:3]: Thread idx=125, sum[1...125] =-7750
Jun 13 08:49:45 raspberrypi pthread_128[2439]: [COURSE:1][ASSIGNMENT:3]: Thread idx=126, sum[1...126] =-7875
Jun 13 08:49:45 raspberrypi pthread_128[2439]: [COURSE:1][ASSIGNMENT:3]: Thread idx=127, sum[1...127] =-8001
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=0, sum[1...0] =0
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=1, sum[1...1] =0
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=4, sum[1...4] =-6
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=5, sum[1...5] =-10
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=2, sum[1...2] =-1
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=3, sum[1...3] =-3
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=6, sum[1...6] =-15
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=7, sum[1...7] =-21
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=8, sum[1...8] =-28
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=9, sum[1...9] =-36
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=10, sum[1...10] =-45
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=11, sum[1...11] =-55
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=12, sum[1...12] =-66
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=13, sum[1...13] =-78
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=14, sum[1...14] =-91
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=15, sum[1...15] =-105
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=16, sum[1...16] =-120
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=17, sum[1...17] =-136
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=18, sum[1...18] =-153
